ID,site name,latitude,longitude,country
fi_pohjois-suomi_lompolojankka,"FI Pohjois Suomi Lompolojnkk 2",68.214440,24.353060,"Finland"
fi_pohjois-suomi_lompolojnkk,"FI Pohjois Suomi Lompolojnkk",67.997239,24.209178,"Finland"
fi_pohjois-suomi_pallas,"FI Pohjois Suomi Pallas",67.966667,24.116667,"Finland"
fi_pohjois-suomi_sodankyla,"FI Pohjois Suomi Sodankyla",67.366620,26.629570,"Finland"
fi_pohjois-suomi_varrio,"FI Pohjois Suomi Varrio",67.766667,29.583333,"Finland"
fi_pohjois-suomi_varrio_2,"FI Pohjois Suomi Varrio",67.754900,29.610000,"Finland"
fi_pohjois_suomi_kaamanen_1,"FI Pohjois Suomi Kaamanen",69.140570,27.269850,"Finland"
fi_southernfinland_helsinki,"FI Southern Finland Helsinki",60.203733,24.960650,"Finland"
fi_southernfinland_jokioinen,"FI SouthernFinland Jokioinen",60.898600,23.513450,"Finland"
fi_tavastiaproper_kalevansuo,"FI Tavastia Proper Kalevansuo",60.646833,24.356167,"Finland"
fi_tavastiaproper_lettosuo,"FI Tavastia Proper Lettosuo",60.641830,23.959520,"Finland"
fi_uusimaa_tvarminne,"FI Uusimaa Tvarminne",59.841801,23.250271,"Finland"
fi_varsinais_suomi_oulanka,"FI Varsinais-Suomi Oulanka",66.377517,29.307681,"Finland"
fr_aragon_pyrenees,"FR Aragon Pyrenees",42.733333,-0.416667,"France"
fr_auvergne-rhone-alpes_aubiere_lamp,"FR Auvergne Rhone Alpes Aubiere LAMP",45.760960,3.111072,"France"
fr_auvergne-rhone-alpes_laqueuille,"FR Auvergne Rhone Alpes Laqueuille",45.643056,2.735833,"France"
fr_auvergne-rhone-alpes_laqueuille_2,"FR Auvergne Rhone Alpes Laqueuille",45.644400,2.734900,"France"
fr_auvergne-rhone-alpes_laqueuille_extensive,"FR Auvergne Rhone Alpes Laqueuille extensive",45.639194,2.737028,"France"
fr_auvergne-rhone-alpes_laqueuille_intensive,"FR Auvergne-Rhone-Alpes Laqueuille intensive",45.643710,2.734860,"France"
fr_auvergne-rhone-alpes_puy_de_dome,"FR Auvergne Rhone Alpes Puy de Dme",45.771944,2.965833,"France"
fr_bretagne_lannion,"FR Bretagne Lannion",48.730833,-3.461944,"France"
fr_bretagne_portsall,"FR Bretagne Portsall",48.583333,-4.666667,"France"
fr_bretagne_roc_tredudon,"FR Bretagne Roc Tredudon",48.406667,-3.909722,"France"
fr_brittany_naizin,"FR Brittany Naizin",48.005833,-2.817222,"France"
fr_cataluna_castellar,"FR Cataluna Castellar",42.305014,2.033568,"France"
fr_centre-valdeloire_fougeres,"FR Centre-ValdeLoire Fougeres",48.383000,-1.185000,"France"
fr_centre-valdeloire_fougeres_2,"FR Centre-ValdeLoire Fougeres",48.380000,-1.180000,"France"
fr_centre-valdeloire_la_guette,"FR Centre-ValdeLoire La Guette",47.322853,2.283775,"France"
fr_centre-valdeloire_orlean_bricy,"FR Centre Valde Loire Orlean Bricy",47.986667,1.761111,"France"
fr_centre-valdeloire_trainou,"FR Centre Valde Loire Trainou",47.964722,2.112500,"France"
fr_champagne_ardenne_osne_le_val,"FR Champagne Ardenne Osne le Val",48.508460,5.213463,"France"
fr_corse_ersa,"FR Corse Ersa",43.003669,9.359289,"France"
fr_corse_montesoro_bastia,"FR Corse Montesoro Bastia",42.671983,9.435050,"France"
fr_corse_san_giuliano,"FR Corse San Giuliano",42.285556,9.519167,"France"
fr_grand-est_hesse,"FR Grand Est Hesse",48.666667,7.083333,"France"
fr_grand-est_hesse1,"FR Grand Est Hesse1",48.674160,7.065560,"France"
fr_grand-est_montiers_sur_saulx,"FR Grand Est Montiers sur Saulx",48.538160,5.311870,"France"
fr_grand-est_obernai,"FR Grand Est OBERNAI",48.442778,7.542500,"France"
fr_grand-est_observatoire_perenne_de_lenvironnement,"FR Grand Est Observatoire Prenne del Environnement",48.483889,5.357500,"France"
fr_grand-est_rossfeld,"FR Grand Est Rossfeld",48.335139,7.624750,"France"
fr_guipavas_brest_mf,"FR Guipavas Brest MF",48.444560,-4.411860,"France"
fr_hauts-de-france_estres_mons,"FR Hauts de France Estres Mons",49.872108,3.020650,"France"
fr_hautsdefrance_caillouel,"FR Hauts de France Caillouel",49.619914,3.126810,"France"
fr_houdelaincourt_bure_ope,"FR Houdelaincourt Bure OPE",48.562500,5.505000,"France"
fr_ile-de-france_grignon,"FR Ile-de-France Grignon",48.844220,1.951910,"France"
fr_ile_de_france_barbeau,"FR Ile de France Barbeau",48.476358,2.780096,"France"
fr_ile_de_france_creteil,"FR Ile de France Creteil",48.788500,2.442783,"France"
fr_ile_de_france_fontainbleu,"FR Ile de France Fontainbleu",48.466667,2.783333,"France"
fr_ile_de_france_fontainebleau,"FR Ile de France Fontainebleau",48.406667,2.680278,"France"
fr_ile_de_france_paris,"FR Ile de France Paris",48.866667,2.333333,"France"
fr_ile_de_france_saclay,"FR Ile de France Saclay",48.733330,2.166660,"France"
fr_iledefrance_grand_morin,"FR Ile de France Grand Morin",48.455000,2.960000,"France"
fr_illeetvilaine_mejusseaume,"FR IlleetVilaine Mejusseaume",48.118381,-1.796318,"France"
fr_languedoc_roussillon_puechabon,"FR Languedoc Roussillon Puchabon",43.741390,3.595833,"France"
fr_lareunion_opar_la_reunion,"FR La Reunion OPAR",-21.083333,55.391667,"France"
fr_lareunion_reunion_st_denis,"FR La Reunion Reuion St Denis",-20.883333,55.483333,"France"
fr_midi_pyrenees_aurade,"FR Midi Pyrenees Aurade",43.549400,1.107700,"France"
fr_midi_pyrenees_aurade_2,"FR Midi Pyrenees Aurade",43.549653,1.106096,"France"
fr_midi_pyrenees_lamasquere,"FR Midi Pyrenees Lamasquere",43.493300,1.237200,"France"
fr_midi_pyrenees_lamasquere_2,"FR Midi Pyrenees Lamasquere",43.496480,1.237850,"France"
fr_midi_pyrenees_le_fauga,"FR Midi Pyrenees Le Fauga",43.384230,1.284600,"France"
fr_midi_pyrenees_monoprix,"FR Midi Pyrenees Monoprix",43.603600,1.445300,"France"
fr_midi_pyrenees_pic_du_midi,"FR Midi Pyrenees Pic du midi",42.937217,0.141300,"France"
fr_midi_pyrenees_seysses,"FR Midi Pyrenees Seysses",43.503333,1.259722,"France"
fr_midi_pyrenees_tarbes_etal,"FR Midi Pyrenees Tarbes Etal",43.224033,0.049283,"France"
fr_midi_pyrenees_toulouse,"FR Midi Pyrenees Toulouse",43.561944,1.476389,"France"
fr_nord_pas_de_calais_dunkerque,"FR Nord Pas de Calais Dunkerque",51.035350,2.368117,"France"
fr_nord_pas_de_calais_lille,"FR Nord Pas de Calais Lille",50.611667,3.141667,"France"
fr_nouvelle-aquitaine_arcachon,"FR Nouvelle Aquitaine Arcachon",44.663528,-1.163222,"France"
fr_nouvelle-aquitaine_bilos,"FR Nouvelle Aquitaine Bilos",44.494444,-0.956111,"France"
fr_nouvelle-aquitaine_bilos_2,"FR Nouvelle Aquitaine Bilos",44.493672,-0.956082,"France"
fr_nouvelle-aquitaine_biscarrosse,"FR Nouvelle Aquitaine Biscarrosse",44.378056,-1.231111,"France"
fr_nouvelle-aquitaine_bordeaux,"FR Nouvelle Aquitaine Bordeaux",44.788028,-0.579167,"France"
fr_nouvelle-aquitaine_couhins,"FR Nouvelle Aquitaine Couhins",44.755556,-0.555556,"France"
fr_nouvelle-aquitaine_ermitage,"FR Nouvelle Aquitaine Ermitage",44.745139,-0.775389,"France"
fr_nouvelle-aquitaine_le_bray,"FR Nouvelle-Aquitaine Le Bray",44.717110,-0.769300,"France"
fr_nouvelle-aquitaine_lusignan,"FR Nouvelle Aquitaine Lusignan",46.433333,0.466667,"France"
fr_nouvelle-aquitaine_lusignan2,"FR Nouvelle Aquitaine Lusignan",46.414250,0.120650,"France"
fr_nouvelle-caledonie_noumea,"FR Nouvelle Caledonie Noumea",-22.301944,166.444167,"France"
fr_occitanie_mauzac,"FR Occitanie Mauzac",43.385278,1.292222,"France"
fr_palaiseau_ecole_polytechnique,"FR Palaiseau Ecole Polytechnique",48.711600,2.215000,"France"
fr_pays-de-la-loire_sap_onevu,"FR Pays de la Loire SAP ONEVU",47.245800,-1.527500,"France"
fr_piton_de_la_fournaise,"FR Piton de la Fournaise",-21.244000,55.708000,"France"
fr_polynesiefrancaise_tahiti,"FR Polynesie Francaise Tahiti",-17.576900,-149.606300,"France"
fr_provence-alpes-cotedazur_frioul,"FR Provence Alpes Cote dAzur Frioul",43.266111,5.293333,"France"
fr_provence-alpes-cotedazur_porquerolles,"FR Provence Alpes Cote dAzur Porquerolles",43.001389,6.161389,"France"
fr_provence-alpes-cotedazur_saint_mandrier,"FR Provence Alpes Cote dAzur Saint Mandrier",43.066944,5.944167,"France"
fr_provence-alpes-cotedazur_villefranche,"FR Provence Alpes Cote dAzur Villefranche",43.683889,7.328889,"France"
fr_provence_alpes_cote_dazur_avignon,"FR Provence Alpes Cote dAzur Avignon",43.932750,4.878067,"France"
fr_provence_alpes_cote_dazur_avignon_2,"FR Provence_Alpes_Cote_dAzur Avignon 2",43.916083,4.878056,"France"
fr_provence_alpes_cote_dazur_caa,"FR Provence Alpes Cote dAzur CAA",43.289802,5.378920,"France"
fr_provence_alpes_cote_dazur_calern_oca,"FR Provence Alpes Cote dAzur Calern OCA",43.748856,6.926844,"France"
fr_provence_alpes_cote_dazur_carpentras,"FR Provence Alpes Cote dAzur Carpentras",44.083333,5.058333,"France"
fr_provence_alpes_cote_dazur_col_du_lautaret,"FR Provence_Alpes_Cote_dAzur Col du Lautaret",45.041400,6.410530,"France"
fr_provence_alpes_cote_dazur_font-blanche,"FR Provence_Alpes_Cote_dAzur Font-Blanche",43.240790,5.678650,"France"
fr_provence_alpes_cote_dazur_marseille,"FR Provence Alpes Cote dAzur Marseille",43.282400,5.383817,"France"
fr_provence_alpes_cote_dazur_observatoire_de_haute,"FR Provence Alpes Cote dAzur Observatoire de Haute Provence",43.930556,5.713889,"France"
fr_provence_alpes_cote_dazur_realtor,"FR Provence Alpes Cote dAzur Realtor",43.485550,5.383817,"France"
fr_provence_alpes_cote_dazur_salon_de_provence,"FR Provence Alpes Cote dAzur Salon de Provence",43.605556,5.120278,"France"
fr_provence_alpes_cote_dazur_toulon,"FR Provence Alpes Cote dAzur Toulon",43.135556,6.009444,"France"
fr_provence_alpes_cote_dazur_vinon,"FR Provence Alpes Cote dAzur Vinon",43.709233,5.758650,"France"
fr_provencealpes_la_crau,"FR Provence Alpes La Crau",43.576500,4.819000,"France"
fr_toulouse_mf,"FR Toulouse MF",43.572610,1.374320,"France"
fr_toulouse_mf_2,"FR Toulouse MF",43.572855,1.374740,"France"
ga_etimboue_rabi,"GA Etimboue Rabi",-1.924600,9.880000,"Gabon"
ga_ogooue_ivindo_segc_lope_gabon,"GA Ogooue Ivindo SEGC Lope Gabon",-0.201550,11.600820,"Gabon"
gb_aberdeen_lerwick,"GB Aberdeen Lerwick",60.133300,-1.183300,"United Kingdom"
gb_aberdeen_shetland_islands,"GB Aberdeen Shetland Islands",60.283333,-1.283333,"United Kingdom"
gb_aberdeenshire_glensaugh,"GB Aberdeenshire Glensaugh",56.909267,-2.553374,"United Kingdom"
gb_ceredigion_penglais_ec1,"GB Ceredigion Penglais EC1",52.422332,-4.068402,"United Kingdom"
gb_denbighshire_rhyl_mo,"GB Denbighshire Rhyl MO",53.259290,-3.508590,"United Kingdom"
gb_dumfriesandgalloway_caimgorms,"GB Dumfries and Galloway Cairngorms",55.233333,-3.233333,"United Kingdom"
gb_dumfriesandgalloway_polden,"GB Dumfries and Galloway Polden",55.286833,-3.401500,"United Kingdom"
gb_eastlothian_east_saltoun,"GB EastLothian East Saltoun",55.906944,-2.858611,"United Kingdom"
gb_edinburgh_edinburgh,"GB University of Edinburgh",55.923967,-3.179150,"United Kingdom"
gb_england_barton_bendish_east_anglia,"GB England Barton Bendish East Anglia",52.618000,0.524000,"United Kingdom"
gb_england_eastmalling_mo,"GB England EastMalling MO",51.290000,0.440000,"United Kingdom"
gb_england_exeter_mo,"GB England Exeter MO",50.728519,-3.475167,"United Kingdom"
gb_england_london_bt,"GB England London BT",51.521500,-0.138900,"United Kingdom"
gb_england_london_ucl_uao,"GB England London UCL UAO",51.524270,-0.131101,"United Kingdom"
gb_england_millhaft,"GB England Millhaft",52.800796,-2.298830,"United Kingdom"
gb_england_north_wyke,"GB England North Wyke",50.781933,-3.917805,"United Kingdom"
gb_gwynedd_yr_wyddfasnowdon,"GB Gwynedd Yr WyddfaSnowdon",53.074551,-4.033512,"United Kingdom"
gb_highland_cairngorms,"GB Highland Cairngorms",57.116344,-3.829716,"United Kingdom"
gb_midlothian_auchencorth_moss,"GB Midlothian Auchencorth Moss",55.766667,-3.266667,"United Kingdom"
gb_midlothian_auchencorth_moss_2,"GB Midlothian Auchencorth Moss",55.792500,-3.243620,"United Kingdom"
gb_midlothian_easter_bush,"GB Midlothian Easter Bush",55.866667,-3.166667,"United Kingdom"
gb_midlothian_easter_bush_2,"GB Midlothian Easter Bush",55.866000,-3.205778,"United Kingdom"
gb_northernireland_hillsborough,"GB Northern Ireland Hillsborough",54.453401,-6.078127,"United Kingdom"
gb_perthshireandkinross_griffin,"GB Perthshire and Kinross Griffin",56.607222,-3.798056,"United Kingdom"
gf_cayenne_carpagg,"GF Cayenne Carpagg",5.353100,-53.004000,"French Guiana"
gf_cayenne_cayenne,"GF Cayenne",4.940278,-52.321944,"French Guiana"
gf_cayenne_guyaflux_french_guiana,"GF Cayenne Guyaflux French Guiana",5.278772,-52.924862,"French Guiana"
gf_cayenne_nouragues_european_tropical_research_station,"GF Cayenne Nouragues European Tropical Research Station",4.087768,-52.086228,"French Guiana"
gf_cayenne_nouragues_european_tropical_research_station2,"GF Cayenne Nouragues European Tropical Research Station",4.042300,-52.674950,"French Guiana"
gf_cayenne_paracou,"GF Cayenne Paracou",5.266944,-52.925833,"French Guiana"
gh_easternregion_koforidua_anuc,"GH Eastern Region Koforidua ANUC",6.109408,-0.302058,"Ghana"
gh_upperwestregion_djougou_m,"GH Upper West Region Djougou M",9.739300,-2.643135,"Ghana"
gh_upperwestregion_djougou_ofr,"GH Upper West Region Djougou OFr",9.783333,-1.716667,"Ghana"
gh_westernregion_ankasa,"GH Western Region Ankasa",5.268543,-2.694206,"Ghana"
gh_westernregion_to_be_decided,"GH Western Region",5.266667,-2.683333,"Ghana"
gl_kommunekujalleq_narsarsuaq,"GL Kommune Kujalleq Narsarsuaq",61.155952,-45.419379,"Greenland"
gl_kommuneqarfiksermersooq_ittoqqortoormiit,"GL Kommuneqarfik Sermersooq Ittoqqortoormiit",70.484800,-21.951200,"Greenland"
gl_kommuneqarfiksermersooq_ivittuut,"GL Kommuneqarfik Sermersooq Ivittuut",61.206944,-48.169722,"Greenland"
gl_kommuneqarfiksermersooq_kobbefjord,"GL KommuneqarfikSermersooq Kobbefjord",64.138200,-51.378400,"Greenland"
gl_kommuneqarfiksermersooq_nuuk_fen,"GL Kommuneqarfik Sermersooq Nuuk Fen",64.130833,-51.386111,"Greenland"
gl_nationalparken_greenland,"GL Nationalparken Greenland",74.633333,-20.566667,"Greenland"
gl_nationalparken_greenland_summit,"GL Nationalparken Greenland Summit",72.566700,-38.483300,"Greenland"
gl_nationalparken_zackenberg_fen,"GL Nationalparken Zackenberg Fen",74.481522,-20.555773,"Greenland"
gl_nationalparken_zackenberg_heath,"GL Nationalparken Zackenberg Heath",74.473299,-20.550869,"Greenland"
gl_north_pole,"GL North Pole",88.803330,24.254330,"Greenland"
gl_pituffik_thule,"GL Pituffik Thule",76.516102,-68.769001,"Greenland"
gl_qeqertalik_disko,"GL Qeqertalik Disko",69.253490,-53.514130,"Greenland"
gl_qeqqatakommunia_kangerlussuaq,"GL Qeqqata Kommunia Kangerlussuaq",66.995800,-50.621400,"Greenland"
gp_lesabymes_guadeloup,"GP Les Abymes Guadeloup",16.224920,-61.528380,"Guadeloupe"
gr_anatolikimakedoniakaithraki_vocals,"GR Anatoliki Makedoniakai Thraki Vocals",40.889737,24.848930,"Greece"
gr_anatolikimakedoniakaithraki_xanthi,"GR Anatoliki Makedoniakai Thraki Xanthi",41.146767,24.918950,"Greece"
gr_athens_noa,"GR Athens NOA",37.972100,23.718000,"Greece"
gr_heraklion_kornarou,"GR Heraklion Kornarou",35.336100,25.132800,"Greece"
gr_heraklion_mastabas,"GR Heraklion Mastabas",35.323400,25.130200,"Greece"
gr_kentrikimakedonia_eim_sindos,"GR Kentriki Makedonia EIM Sindos",40.689717,22.799667,"Greece"
gr_kriti_crete,"GR Kriti CRETE",35.337667,25.667833,"Greece"
gr_kriti_finokalia,"GR Kriti Finokalia",35.316667,25.666667,"Greece"
gr_kriti_forth_crete,"GR Kriti Forth Crete",35.332694,25.282417,"Greece"
gr_kriti_kolimbari,"GR Kriti Kolimbari",35.533333,23.783333,"Greece"
gr_nikolaos_finokalia_fkl,"GR Nikolaos Finokalia FKL",35.337710,25.669760,"Greece"
gr_thessaloniki_aristotle_university,"GR Thessaloniki Aristotle University",40.630000,22.960000,"Greece"
gr_trikala_pertouli,"GR Trikala Pertouli",39.543400,21.498900,"Greece"
gu_guam_apra_harbor,"GU Guam Apra Harbor",13.420442,144.663103,"Guam"
gu_guam_guam,"GU Guam",13.430617,144.800783,"Guam"
hk_mai_po_mangrove,"HK Mai Po Mangrove",22.498167,114.029236,"Hong Kong"
hr_zagreb_jastrebarsko_oak_forest,"HR Zagreb Jastrebarsko oak forest",45.619400,15.687700,"Croatia"
hu_bacs_kiskun_bugac,"HU Bacs Kiskun Bugac",46.691101,19.601299,"Hungary"
hu_gyor_moson_sopron_sopron,"HU Gyor Moson Sopron",47.655873,16.454474,"Hungary"
hu_heves_matra,"HU Heves Matra",47.846901,19.726000,"Hungary"
hu_vas_hegyhatsal,"HU Vas Hegyhatsal",46.955150,16.652661,"Hungary"
hu_vas_hegyhatsal_tower_2,"HU Vas Hegyhatsal Tower 2",46.955833,16.655556,"Hungary"
id_bandung_itb,"ID Bandung ITB",-6.888420,107.610000,"Indonesia"
id_banten_puspiptek,"ID Banten Puspiptek",-6.355600,106.664383,"Indonesia"
id_central_kalimantan_palangkaraya_undrained_forest,"ID Central Kalimantan Palangkaraya undrained forest",-2.320000,113.900000,"Indonesia"
id_centralkalimantan_palangkaraya,"ID Central Kalimantan Palangkaraya",-2.227990,113.946240,"Indonesia"
id_centralkalimantan_palangkaraya_2,"ID Central Kalimantan Palangkaraya",-2.345000,114.036003,"Indonesia"
id_daerahkhususibukotajakarta_jakarta,"ID Jakarta Daerah Khusus Ibukota",-6.155695,106.841687,"Indonesia"
id_eastkalimantan_bukit_soeharto,"ID East Kalimantan Bukit Soeharto",-0.861389,117.044722,"Indonesia"
id_eastnusatenggara_kupang,"ID East Nusa Tenggara Kupang",-10.139178,123.667097,"Indonesia"
id_irianjayabarat_sorong,"ID Irian Jaya Barat Sorong",-0.874600,131.267700,"Indonesia"
id_jambi_jambi,"ID Jambi",-1.632445,103.641563,"Indonesia"
id_kalimantanbarat_pontianak,"ID Kalimantan Barat Pontianak",0.075380,109.190860,"Indonesia"
id_kalimantantengah_palangkaraya,"ID Kalimantan Tengah Palangkaraya",-2.333333,114.033333,"Indonesia"
id_riau_kandistasari_research_site,"ID Riau Kandistasari Research Site",1.000000,101.266667,"Indonesia"
id_sulawesiselatan_makassar,"ID Sulawesi Selatan Makassar",-4.997680,119.572270,"Indonesia"
id_sumatera_utara_sinabung,"ID Sumatera Utara Sinabung",3.170000,98.392000,"Indonesia"
id_sumaterabarat_bukit_kototabang,"ID Sumatera Barat Bukit Kototabang",-0.201940,100.318050,"Indonesia"
id_tengger_caldera,"ID Tengger Caldera",-7.942000,112.950000,"Indonesia"
ie_carlow_carlow_crop,"IE Carlow Carlow crop",52.858792,-6.918136,"Ireland"
ie_carlow_carlow_grassland,"IE Carlow Carlow grassland",52.867580,-6.911170,"Ireland"
ie_co_laois,"IE Co Laois",52.950001,-7.250000,"Ireland"
ie_connacht_derry_lower,"IE Connacht Derry Lower",53.456470,-9.892840,"Ireland"
ie_cork_cork_ucc,"IE Cork Cork UCC",51.892410,-8.493760,"Ireland"
ie_cork_donoughmore,"IE Cork Donoughmore",51.986179,-8.753931,"Ireland"
ie_cork_dripsey,"IE Cork Dripsey",51.985400,-8.751100,"Ireland"
ie_cork_dripsey_2,"IE Cork Dripsey",51.986694,-8.751806,"Ireland"
ie_dublin_marrowbone_lane,"IE Dublin Marrowbone Lane",53.340204,-6.284496,"Ireland"
ie_galway_mace_head,"IE Galway Mace Head",53.316667,-9.883333,"Ireland"
ie_kerry_killorglin,"IE Kerry Killorglin",51.966667,-9.916667,"Ireland"
ie_kerry_killorglin_glencar,"IE Kerry Killorglin Glencar",51.968361,-9.900306,"Ireland"
ie_kilkenn_gowran,"IE Kilkenn Gowran",52.636500,-7.011306,"Ireland"
ie_leinster_dooary,"IE Leinster Dooary",52.948732,-7.253945,"Ireland"
ie_munster_gurteen_farm,"IE Munster Gurteen Farm",53.040251,-8.001742,"Ireland"
ie_offaly_clara,"IE Offaly Clara",53.322979,-7.641770,"Ireland"
ie_wexford_wexford,"IE Wexford Wexford",52.298194,-6.499778,"Ireland"
il_amiaz,"IL Amiaz",31.067081,35.341975,"Israel"
il_eilat,"IL Eilat",29.502500,34.917500,"Israel"
il_hadarom_sede_boqer,"IL Sede Boqer",30.859700,34.779400,"Israel"
il_hadarom_shizafon,"IL Shizafon",30.064825,35.030167,"Israel"
il_haifa_technion,"IL Haifa Technion",32.775870,35.024900,"Israel"
il_hamerkaz_nes_ziona,"IL Ha Merkaz Nes Ziona",31.922500,34.789167,"Israel"
il_hamerkaz_weizmann_institute,"IL Ha Merkaz Weizmann Institute",31.907235,34.810531,"Israel"
il_northerndistrict_migal,"IL Northern District Migal",33.236394,35.578278,"Israel"
il_south_shahariya,"IL South Shahariya",31.599908,34.832867,"Israel"
il_yatir,"IL Yatir",31.346944,35.051944,"Israel"
il_yatir_2,"IL Yatir",31.345045,35.051989,"Israel"
in_andamanandnicobarislands_port_blair,"IN Andaman and Nicobar Islands Port Blair",11.654722,92.757222,"India"
in_andhrapradesh_vishkhapatnam,"IN Andhra Pradesh Vishkhapatnam",17.723950,83.326933,"India"
in_assam_dibrugarh_univ,"IN Assam Dibrugarh Univ",27.450850,94.896890,"India"
in_dadraandnagarhaveli_ahmedabad,"IN Dadraand Nagar Haveli Ahmedabad",23.016667,72.516667,"India"
in_dadraandnagarhaveli_gandhinagar,"IN Dadraand Nagar Haveli Gandhinagar",23.110100,72.627600,"India"
in_delhi_iari_flux_site,"IN Delhi IARI Flux Site",28.643839,77.152712,"India"
in_delhi_new_delhi,"IN New Delhi Indian Institute of Meteorology",28.630467,77.175100,"India"
in_goa_goa_india,"IN Goa India",15.452500,73.806111,"India"
in_haryana_amity_univ_gurgaon,"IN Haryana Amity Univ Gurgaon",28.317330,76.916030,"India"
in_haryana_mobile_n_011509_nd,"IN Haryana Mobile N 011509 ND",28.421230,76.919330,"India"
in_haryana_mobile_s_011509_nd,"IN Haryana Mobile S 011509 ND",28.348240,76.939550,"India"
in_jambi_oil_palm_plantation,"IN Jambi Oil Palm Plantation",-1.693056,103.391389,"Indonesia"
in_jammuandkashmir_hanle,"IN Jammu and Kashmir Hanle",32.779444,78.964167,"India"
in_karnataka_dharwar,"IN Karnataka Dharwar",15.428611,74.988611,"India"
in_kerala_ponmudi,"IN Kerala Ponmudi",8.757728,77.116014,"India"
in_kerala_trivandrum,"IN Kerala Trivandrum",8.533333,76.866667,"India"
in_madhyapradesh_betul_flux_research_site,"IN Madhya Pradesh Betul Flux Research Site",21.863011,77.426019,"India"
in_madhyapradesh_chitrakoot,"IN Madhya Pradesh Chitrakoot",25.147880,80.855180,"India"
in_madhyapradesh_mobile_s_051308w,"IN Madhya Pradesh Mobile S 051308W",26.636032,78.869934,"India"
in_madhyapradesh_mobile_s_052908w,"IN Madhya Pradesh Mobile S 052908W",26.663700,78.898900,"India"
in_madhyapradesh_mobile_s_061408w,"IN Madhya Pradesh Mobile S 061408W",26.683150,78.918800,"India"
in_maharashtra_pune,"IN Maharashtra Pune",18.537255,73.805491,"India"
in_newdelhi_gual_pahari,"IN New Delhi Gual Pahari",28.426090,77.150470,"India"
in_newdelhi_imd,"IN New Delhi IMD",28.588500,77.221600,"India"
in_orissa_central_rice_research_institute_crri,"IN Orissa Central Rice Research Institute CRRI",20.451883,85.940267,"India"
in_rajasthan_hand_jaipur,"IN Rajasthan Hand Jaipur",26.905817,75.806217,"India"
in_riau_degraded_tropical_peatland,"IN Riau Degraded Tropical Peatland",0.699491,102.793305,"Indonesia"
in_riau_intact_tropical_peatland,"IN Riau Intact Tropical Peatland",0.395204,102.764551,"Indonesia"
in_tamilnadu_karunya_university,"IN Tamil Nadu Karunya University",10.935300,76.744100,"India"
in_tamilnadu_mudumalai,"IN Tamil Nadu Mudumalai",11.598900,76.533800,"India"
in_tamilnadu_pondicherry,"IN Tamil Nadu Pondicherry",12.012500,79.858333,"India"
in_tamilnadu_tiruvallur,"IN Tamil Nadu Tiruvallur",13.092300,79.973800,"India"
in_uttaranchal_barkot_flux_research_site,"IN Uttaranchal Barkot Flux Research Site",30.110682,78.203430,"India"
in_uttaranchal_haldwani_forest_plantation,"IN Uttaranchal Haldwani Forest Plantation",29.149319,79.421103,"India"
in_uttaranchal_mobile_ddun_051308w,"IN Uttaranchal Mobile Dun 051308W",30.234656,77.948764,"India"
in_uttaranchal_nainital,"IN Uttaranchal Nainital",29.358830,79.458270,"India"
in_uttaranchal_pantnagar,"IN Uttaranchal Pantnagar",29.046339,79.520889,"India"
in_uttarpradesh_bareilly,"IN Uttar Pradesh Bareilly",28.389960,79.436960,"India"
in_uttarpradesh_gandhi_college,"IN UttarPradesh Gandhi College",25.871000,84.127940,"India"
in_uttarpradesh_ganges_valley_india__maos_site,"IN Uttar Pradesh Ganges Valley India MAOS site",26.760594,80.889339,"India"
in_uttarpradesh_hand_e_050608,"IN Uttar Pradesh Hand E 050608",26.310560,80.513650,"India"
in_uttarpradesh_hand_e_052208,"IN Uttar Pradesh Hand E 052208",26.311853,80.535750,"India"
in_uttarpradesh_hand_e_060708,"IN Uttar Pradesh Hand E 060708",26.454992,80.550952,"India"
in_uttarpradesh_hand_e_062308,"IN Uttar Pradesh Hand E 062308",26.517783,80.502767,"India"
in_uttarpradesh_hand_kanpur_north,"IN Uttar Pradesh Hand Kanpur North",26.498573,80.312084,"India"
in_uttarpradesh_hand_kanpur_panki,"IN Uttar Pradesh Hand Kanpur Panki",26.478837,80.256383,"India"
in_uttarpradesh_hand_kanpur_south,"IN Uttar Pradesh Hand Kanpur South",26.410696,80.317334,"India"
in_uttarpradesh_hand_n_050608,"IN Uttar Pradesh Hand N 050608",26.325340,80.483710,"India"
in_uttarpradesh_hand_n_052208,"IN Uttar Pradesh Hand N 052208",26.330975,80.509415,"India"
in_uttarpradesh_hand_n_060708,"IN Uttar Pradesh Hand N 060708",26.471783,80.521825,"India"
in_uttarpradesh_hand_n_062308,"IN Uttar Pradesh Hand N 062308",26.534002,80.472744,"India"
in_uttarpradesh_hand_s_050608,"IN Uttar Pradesh Hand S 050608",26.285554,80.492658,"India"
in_uttarpradesh_hand_s_052208,"IN Uttar Pradesh Hand S 052208",26.285554,80.519205,"India"
in_uttarpradesh_hand_s_060708,"IN Uttar Pradesh Hand S 060708",26.427958,80.532308,"India"
in_uttarpradesh_hand_s_062308,"IN Uttar Pradesh Hand S 062308",26.491036,80.483767,"India"
in_uttarpradesh_hand_w_050608,"IN Uttar Pradesh Hand W 050608",26.302580,80.463120,"India"
in_uttarpradesh_hand_w_052208,"IN Uttar Pradesh Hand W 052208",26.305433,80.490139,"India"
